Age,Height,family_history_with_overweight,FAVC,SMOKE,SCC,CAEC,CALC,FCVC,NCP,CH2O,FAF,TUE,MTRANS_Automobile,MTRANS_Bike,MTRANS_Motorbike,MTRANS_Public_Transportation,MTRANS_Walking,Gender_Male
-0.6765558564048388,3.1826263794509435,1.0,1.0,0.0,0.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
-1.024215046442778,-0.9162679480522798,1.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.3288966663668997,-2.2825660572200226,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.7570584738607353,-0.23311889346841103,0.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.3288966663668997,1.588611918755246,1.0,1.0,0.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-1.3718742364807173,-1.0301261238162585,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.3718742364807173,-0.3469770692323896,1.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.8503854514238084,-0.005402541940453884,0.0,1.0,0.0,0.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2.800036043974553,-1.5994170026361512,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.018762523671039463,-0.46083524499636813,1.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.018762523671039463,-0.005402541940453884,1.0,1.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.3288966663668997,-0.5746934207603467,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-1.024215046442778,-0.9162679480522798,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.1980446414617476,0.22231380958750324,0.0,1.0,0.0,0.0,3.0,0.0,2.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.8503854514238084,-0.3469770692323896,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.1550670713479301,0.45003016111546035,1.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.018762523671039463,-0.9162679480522798,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.1550670713479301,-0.23311889346841103,0.0,1.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
-0.3288966663668997,0.9054628641713747,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.5027262613858693,1.7024700945192246,1.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
0.018762523671039463,-1.143984299580237,1.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.1550670713479301,-0.9162679480522798,1.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.6765558564048388,1.9301864460471816,0.0,1.0,0.0,0.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2.104717663898674,-0.8024097722883038,1.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.6765558564048388,-1.143984299580237,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.6765558564048388,-0.6885515965243253,0.0,0.0,1.0,0.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.5027262613858693,-0.9162679480522798,1.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.3718742364807173,-1.4855588268721727,0.0,1.0,0.0,0.0,3.0,1.0,2.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.1550670713479301,-0.8024097722883038,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.5027262613858693,1.1331792156993317,1.0,1.0,0.0,0.0,2.0,1.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-1.1980446414617476,-0.9162679480522798,1.0,1.0,0.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0
0.19259211869000906,-1.4855588268721727,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.6765558564048388,1.4747537429912674,1.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.5402513087279482,2.6133355006310506,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-1.3718742364807173,-1.143984299580237,0.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.36642171370897864,1.7024700945192246,1.0,1.0,0.0,0.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.1550670713479301,-0.23311889346841103,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.36642171370897864,-1.2578424753442154,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.5027262613858693,-0.11926071770443245,0.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4.8859911842021875,-0.11926071770443245,1.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.8503854514238084,-1.9409915299280869,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.1550670713479301,0.563888336879439,1.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.5027262613858693,0.563888336879439,1.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.1550670713479301,-0.8024097722883038,1.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.5402513087279482,1.4747537429912674,1.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.6765558564048388,-1.8271333541641084,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
